sim name,Om,h,w,s8,z,mu_vec,pdf,poisson,mean,var,3th,4th,5th,6th,7th,8th,9th,10th
C012,0.2465,0.620202,-1.1788,0.8333,0.2582,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.         0.         0.         ... 0.00051499 0.00051436 0.00051373],"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 3.33505597e-06
 3.33305756e-06 3.33105915e-06]",0.9999996348364881,6.666648774405935e-05,5.512145183622856e-06,1.827466578107435e-06,1.4938416433953327e-06,1.8997313148661125e-06,2.8396942300580698e-06,4.503505193404077e-06,7.316561526609382e-06,1.2017477067620114e-05
C046,0.3535,0.7757580000000001,-1.0091,0.8798,0.3701,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.         0.         0.         ... 0.00050627 0.00050626 0.00050624],"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 5.11622627e-06
 5.11603812e-06 5.11584998e-06]",0.9999995126433792,0.00046336381449248485,0.00012631162810072753,0.00014613022048126683,0.0003144593232624532,0.000857693083653597,0.0025945587323634987,0.008303698575750697,0.027550445293064895,0.0937702690414944
C003,0.2242,0.644444,-1.1242,0.7364,0.5441,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.         0.         0.         ... 0.00044712 0.00044628 0.00044544],"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 4.46114078e-06
 4.45695377e-06 4.45276676e-06]",1.0000001314307971,0.0003276893964971785,3.9143643303684886e-05,1.8959446054680208e-05,1.8747365885467207e-05,2.648752721845439e-05,4.396912582675615e-05,7.899619738513008e-05,0.00014819788523352158,0.0002853395451457003
C022,0.2687,0.656566,-0.8394,0.7101,0.987,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.         0.         0.         ... 0.00042887 0.00042993 0.000431  ],"[1.51095007e-07 1.61900279e-07 1.72705552e-07 ... 6.16539117e-06
 6.17294837e-06 6.18050557e-06]",0.9999966780359749,0.001772430971513264,0.0004713114229540642,0.0005550001267485185,0.0011996965076192347,0.0034099936505555466,0.011072043926446692,0.038858988613022234,0.14359068832141608,0.5504508040075906
C017,0.3273,0.652525,-1.2515,0.8475,1.4108,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.         0.         0.         ... 0.00042346 0.0004304  0.00043734],"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 8.00091690e-06
 8.06807081e-06 8.13522472e-06]",0.9998952531018138,0.008871429885599896,0.005203746641132847,0.010403603889213008,0.03111948023035513,0.1117604331836633,0.4388686428216345,1.8145989041691304,7.756729733889078,33.934601477787574
C020,0.2162,0.6464650000000001,-1.0273,0.7283,4.3036,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.00148057 0.00152405 0.00156752 ... 0.00027176 0.00027464 0.00027753],"[2.87816339e-05 2.91897228e-05 2.95978116e-05 ... 7.13236393e-06
 7.17012751e-06 7.20789110e-06]",0.9998770774566998,0.020242185170218103,0.008488676999932589,0.01498925719188549,0.039794920803029654,0.13487005036408148,0.5097765105994179,2.0490972350172423,8.567779655726914,36.82725335975097
C054,0.3636,0.70101,-1.2636,0.7949,0.8182,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.         0.         0.         ... 0.00043888 0.00043571 0.00043255],"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 6.82805336e-06
 6.80386791e-06 6.77968246e-06]",0.9999875820371409,0.0029189724696882173,0.0012074704431897058,0.0020124902807346573,0.005644570765440719,0.019569906815607618,0.07473204936879174,0.30111783270165976,1.255903695222183,5.368075787726888
C043,0.2525,0.767677,-1.203,0.7566,0.2579,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.         0.         0.         ... 0.00053615 0.00053576 0.00053537],"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 3.33031097e-06
 3.32909777e-06 3.32788456e-06]",0.9999994138758196,6.0921701707657476e-05,4.170689255689161e-06,9.393285769429778e-07,4.001225892195286e-07,2.46141252717779e-07,1.84653586808796e-07,1.5429897587591467e-07,1.3694049880153824e-07,1.2584032716921833e-07
C023,0.2444,0.8,-1.0515,0.8313,1.0423,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.         0.         0.         ... 0.00041359 0.00041231 0.00041103],"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 6.62041149e-06
 6.61004093e-06 6.59967037e-06]",0.9999849605014332,0.0029027747223370802,0.0011424843428410308,0.0017901877784822,0.004691946557964346,0.01529825826549758,0.055216077772705624,0.2107869252840185,0.8334431141517021,3.375919419763767
C002,0.3434,0.765657,-0.9121,0.8879,5.3354,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.         0.         0.         ... 0.00049712 0.00048568 0.00047425],"[2.54402179e-06 2.54011528e-06 3.28353693e-06 ... 1.09586677e-05
 1.08318264e-05 1.07049850e-05]",0.9965537978581703,0.07461698302249664,0.08194299833842669,0.21370401609827144,0.6878047501556486,2.5390774984489894,10.084777676606654,41.92557763706258,179.74649586336645,787.8546976186904
C002,0.3434,0.765657,-0.9121,0.8879,1.3689,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.         0.         0.         ... 0.00041876 0.00041941 0.00042005],"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 8.11972774e-06
 8.12552008e-06 8.13131242e-06]",0.9997798156300451,0.010235775256172246,0.007421140654197521,0.015833299073191174,0.04823717787065983,0.17381868893847238,0.6832548259254697,2.829071505423066,12.120457279874534,53.18267533821168
C039,0.2566,0.618182,-0.7909,0.801,5.7547,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.         0.         0.         ... 0.00032466 0.00032197 0.00031929],"[5.77117625e-06 5.65098544e-06 5.56296056e-06 ... 8.40735255e-06
 8.37243017e-06 8.33750779e-06]",0.9992283525661128,0.04110717693215085,0.029234906253104324,0.06485397736479222,0.19241144630466725,0.6854631938865126,2.6707141501162237,10.971736902300409,46.66069965342112,203.3424014776326
C049,0.2,0.737374,-1.0212,0.7404,1.2848,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.         0.         0.         ... 0.00039084 0.00039    0.00038915],"[2.35650071e-06 2.39586452e-06 2.43522833e-06 ... 6.21226227e-06
 6.20541107e-06 6.19855988e-06]",0.9999977711182754,0.002380555475965745,0.0006415322877540739,0.0008909611110146194,0.0023608251034966292,0.00815230468340468,0.0315518184095844,0.12971079816304482,0.5533473997954549,2.4205657846225286
C058,0.2929,0.779798,-0.9364,0.7081,1.4768,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.         0.         0.         ... 0.00037468 0.00037227 0.00036986],"[1.10552427e-06 1.12329820e-06 1.14107213e-06 ... 7.00036483e-06
 6.97786687e-06 6.95536891e-06]",0.9999750197210314,0.005473203017255077,0.0021729531956249607,0.003604809140882471,0.009925985184520028,0.03426449587095747,0.13153866655291135,0.5364501626936459,2.2746910729020184,9.910451518937936
C040,0.3131,0.749495,-1.2697,0.7667,2.5704,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.         0.         0.         ... 0.0003881  0.00038805 0.00038799],"[2.35346355e-06 2.50390163e-06 2.65433970e-06 ... 8.50960769e-06
 8.50847866e-06 8.50734964e-06]",0.9997388153262847,0.019920572569089454,0.01198539766943902,0.024253231902686464,0.07070414091028725,0.2501823692763893,0.9732840415698863,4.0015317775832395,17.052516106666847,74.51449065633989
C060,0.2626,0.755556,-0.7667,0.8414,1.5283,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.         0.         0.         ... 0.00043618 0.0004389  0.00044162],"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 7.84289904e-06
 7.86708872e-06 7.89127839e-06]",0.999908329118774,0.0069926648573242125,0.004200436005165344,0.008527781505280198,0.025820582314689342,0.09322740233707211,0.3672171668091955,1.5222487098819726,6.525619870629291,28.64774754790876
C039,0.2566,0.618182,-0.7909,0.801,0.9951,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.         0.         0.         ... 0.00039228 0.00038796 0.00038364],"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 6.11618980e-06
 6.08313608e-06 6.05008236e-06]",0.9999896282406271,0.0021621523008108602,0.0008117439655781687,0.0012503307841840324,0.003260379673870507,0.010607963401047913,0.03835594564547626,0.1472392386305783,0.5870945456124447,2.4023329708301726
C004,0.2505,0.672727,-1.2333,0.8556,5.7247,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.         0.         0.         ... 0.00043344 0.00045025 0.00046706],"[4.60375836e-06 3.66202087e-06 3.18129433e-06 ... 9.89326968e-06
 1.01009550e-05 1.03086403e-05]",0.9989997358132094,0.04897600499946026,0.03724175281570913,0.08430449147877556,0.2502364231065653,0.8882699366712363,3.446195719097452,14.100425537115223,59.74442677587249,259.4803584020473
C049,0.2,0.737374,-1.0212,0.7404,2.1949,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.00045301 0.00046912 0.00048522 ... 0.00033077 0.00033405 0.00033733],"[1.13556183e-05 1.15377371e-05 1.17198558e-05 ... 6.82847886e-06
 6.86256363e-06 6.89664839e-06]",0.9999702178577007,0.006995860341443898,0.0024864740087042975,0.004116202618881126,0.011391170951559457,0.03966426197881817,0.1526918458548358,0.6209749372102297,2.6147804536715076,11.280623921321604
C020,0.2162,0.6464650000000001,-1.0273,0.7283,0.774,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.         0.         0.         ... 0.00040562 0.0004033  0.00040098],"[2.30254785e-07 2.27627346e-07 2.24999907e-07 ... 5.04835547e-06
 5.03426416e-06 5.02017284e-06]",1.00000068294421,0.0007381656373035627,0.00012269909112721486,0.00010103299557717263,0.00019237148411044275,0.0005415524051326952,0.0017881608036756983,0.006343105510037945,0.023345655400901045,0.08778381473844327
C040,0.3131,0.749495,-1.2697,0.7667,1.5669,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.         0.         0.         ... 0.0003699  0.00036986 0.00036982],"[1.41840165e-07 2.63704461e-07 3.85568757e-07 ... 7.45178560e-06
 7.45099004e-06 7.45019447e-06]",0.9999304864840924,0.008658054097169712,0.004223442164250813,0.007655793297353137,0.02155382873338786,0.07453789098010442,0.28489725843287034,1.154820642371327,4.8665523534495065,21.085155677179372
C062,0.3354,0.741414,-0.7485,0.8455,0.4966,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.         0.         0.         ... 0.00052681 0.00052809 0.00052937],"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 5.86396017e-06
 5.87107813e-06 5.87819609e-06]",0.9999945354049731,0.0008096009404241136,0.00026800543968795546,0.00035699398020998783,0.0008837679460619474,0.002873124104263467,0.010633401409634433,0.0421751857697836,0.17413651605272001,0.737080772237682
C037,0.2121,0.7454550000000001,-1.0818,0.8697,1.7779,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.         0.         0.         ... 0.00042524 0.00042816 0.00043107],"[-4.00626679e-07 -2.76623977e-07 -1.52621274e-07 ...  7.87983317e-06
  7.90684648e-06  7.93385979e-06]",0.9999196843035346,0.007865967341689912,0.0040535447563903836,0.007668118324691315,0.022287552851271465,0.07867387700187742,0.30512217997047614,1.249787877806016,5.304965103704954,23.092033946737207
C025,0.3859,0.7595959999999999,-1.1545,0.8212,3.5528,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.         0.         0.         ... 0.00054047 0.00055985 0.00057924],"[2.16948444e-06 2.36682374e-07 1.19555815e-06 ... 1.10125883e-05
 1.12246135e-05 1.14366387e-05]",0.9984778591089924,0.047390776538095244,0.044232204137157054,0.10721140997886093,0.33504443428271213,1.2182368909677883,4.795128579104815,19.813352816957654,84.57174773002583,369.4742661650552
C063,0.3475,0.7696970000000001,-1.1667,0.7343,0.4652,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.         0.         0.         ... 0.00048315 0.00048132 0.00047948],"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 5.19167743e-06
 5.18185527e-06 5.17203311e-06]",1.0000003629923946,0.0005549857316945622,0.00010796835794411107,0.00010258001630264512,0.00022728658199427067,0.0007285279100343247,0.0027211123492825525,0.01090845255067407,0.04533613733960742,0.19216560423158224
C065,0.3778,0.785859,-0.8939,0.8131,5.0939,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.         0.         0.         ... 0.00045174 0.00044692 0.0004421 ],"[-1.05693493e-06  3.12925119e-06  8.58783622e-07 ...  1.03818531e-05
  1.03257660e-05  1.02696789e-05]",0.9973134477153854,0.06889159722434002,0.07118016624770772,0.18100375182558134,0.5739802947382492,2.1015740264296783,8.301635436008201,34.37317630293553,146.8968673441499,642.1880261521587
C037,0.2121,0.7454550000000001,-1.0818,0.8697,0.2592,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.         0.         0.         ... 0.00055484 0.00055485 0.00055485],"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 3.36026314e-06
 3.36024934e-06 3.36023554e-06]",1.0000002796887042,5.8837719180839785e-05,5.470615789244075e-06,2.01499482932484e-06,1.59217072113637e-06,1.7832735939299428e-06,2.303054146985104e-06,3.166754906367615e-06,4.493196212549185e-06,6.489779201161281e-06
C010,0.3313,0.725253,-1.2758,0.8354,1.0745,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.         0.         0.         ... 0.0004272  0.00042856 0.00042993],"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 7.44083139e-06
 7.45249543e-06 7.46415948e-06]",0.9999594338963319,0.005312016701400376,0.0027587347903377506,0.005185697741908683,0.015211844648277979,0.05411443992192002,0.21146468709290883,0.8726373538857312,3.730923398446524,16.35201795709513
C004,0.2505,0.672727,-1.2333,0.8556,0.2568,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.         0.         0.         ... 0.00052793 0.00052728 0.00052662],"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 3.46654462e-06
 3.46444677e-06 3.46234893e-06]",0.9999998758437166,7.44938599589727e-05,6.542996555985802e-06,1.9365073650201936e-06,1.085695488245015e-06,8.443938276745968e-07,7.680370805318477e-07,7.5658058003987e-07,7.797283093032172e-07,8.266658673032602e-07
C026,0.3253,0.7111109999999999,-1.2152,0.7162,1.6153,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.         0.         0.         ... 0.00047447 0.0004894  0.00050432],"[2.09077909e-06 2.15784469e-06 2.22491029e-06 ... 8.39027516e-06
 8.53923528e-06 8.68819540e-06]",0.9999517547562619,0.008002880233363657,0.0033591373195849842,0.005569920848757645,0.014856300012366071,0.049890901546902656,0.1872495495172548,0.7493509789213076,3.1258003168660955,13.421156300005716
C035,0.3596,0.680808,-0.8697,0.7061,0.2739,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.         0.         0.         ... 0.00054234 0.00054205 0.00054177],"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 3.94279791e-06
 3.94172716e-06 3.94065640e-06]",0.9999996626108385,0.00012286405951358328,1.2243698314868859e-05,4.399403722771743e-06,3.10506507578348e-06,3.044393587707147e-06,3.472460783782211e-06,4.285656238703539e-06,5.545252076190964e-06,7.402267358722529e-06
C050,0.3212,0.753535,-0.7545,0.7525,0.2757,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.         0.         0.         ... 0.0005401  0.00053965 0.00053921],"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 3.93230500e-06
 3.93068104e-06 3.92905707e-06]",1.0000000296805094,0.00012242614821162846,1.5289243788583344e-05,8.734196375602513e-06,1.1975026386767537e-05,2.3349310370567022e-05,5.1667080207167566e-05,0.00012056852287938789,0.00028886376511120057,0.0007022261694411143
C008,0.3576,0.743434,-0.8212,0.8717,0.4933,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.         0.         0.         ... 0.00051684 0.0005164  0.00051596],"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 6.02837917e-06
 6.02568429e-06 6.02298941e-06]",0.9999956684259833,0.00097412098339726,0.00038205981381606317,0.0006131902726178564,0.0017229304471016401,0.006057755042888988,0.023766015113580476,0.09963022299394553,0.43697423324714163,1.9799838399762113
C061,0.3838,0.7151519999999999,-1.1061,0.7242,4.7972,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.         0.         0.         ... 0.00034329 0.00034039 0.00033749],"[2.69209088e-06 2.68879067e-06 2.46888369e-06 ... 8.81217693e-06
 8.77449183e-06 8.73680673e-06]",0.9989527710948714,0.05057302426427519,0.039817490225379115,0.09076495608396534,0.27070881521447077,0.9639733542090084,3.752550652356422,15.409216976571516,65.52878199852549,285.6195690668364
C044,0.3293,0.6,-1.1424,0.797,2.7541,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.         0.         0.         ... 0.00035813 0.00034989 0.00034164],"[2.51572016e-06 2.07415556e-06 1.63259095e-06 ... 8.29061231e-06
 8.19588745e-06 8.10116259e-06]",0.999639322659651,0.022589508840958266,0.014788971311274867,0.03137079400386827,0.09389703849665237,0.3372859830177749,1.3245930452377068,5.479311141963262,23.442418965848624,102.68980636700834
C048,0.2081,0.723232,-0.8758,0.7384,0.4647,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.         0.         0.         ... 0.00048148 0.00048093 0.00048038],"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 4.09350777e-06
 4.09115235e-06 4.08879694e-06]",0.9999999549697738,0.00018820922749040022,2.1713718550551877e-05,1.031398228521076e-05,1.067794864408888e-05,1.6526924249547333e-05,3.073286077340742e-05,6.234900549819651e-05,0.00013229145222035845,0.00028777775097422244
C033,0.2283,0.79798,-0.9727,0.7808,1.5234,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.         0.         0.         ... 0.00039195 0.00039237 0.00039278],"[5.18231392e-07 5.28801459e-07 5.39371525e-07 ... 7.06021668e-06
 7.06364506e-06 7.06707343e-06]",0.9999727893535422,0.005009656409304421,0.002048652420659183,0.0034067166959348715,0.00925773386406132,0.031353202831312495,0.11820659644950536,0.4745850079611397,1.9858212044296626,8.555654285807433
C060,0.2626,0.755556,-0.7667,0.8414,4.0718,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.         0.         0.         ... 0.00038415 0.00040488 0.00042562],"[1.04109003e-06 1.04017148e-06 1.03911416e-06 ... 8.95638650e-06
 9.19813275e-06 9.43987900e-06]",0.9991337829250924,0.034153370941431865,0.02775788677713843,0.06470442742905355,0.20093668969577225,0.7322407764173079,2.893468079557223,12.002518936731098,51.414690867345534,225.336555025818
C065,0.3778,0.785859,-0.8939,0.8131,1.0486,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.         0.         0.         ... 0.00045125 0.00045708 0.0004629 ],"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 7.73837287e-06
 7.78978198e-06 7.84119110e-06]",0.9999309533509775,0.005719581576618066,0.003462402331868757,0.006925929584899681,0.02077372755262416,0.07435965387196035,0.2907374540610567,1.197683162857849,5.107384476372099,22.324551868631442
C000,0.3051,0.7515149999999999,-1.2394,0.8576,0.5559,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.         0.         0.         ... 0.00049369 0.00049395 0.0004942 ],"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 5.90293862e-06
 5.90430367e-06 5.90566871e-06]",0.9999980226622582,0.0009836933492228983,0.00030017461221279126,0.0004133500584255126,0.0010938448595978715,0.003758763246766688,0.014463936916259102,0.05896344645433595,0.24850385497646005,1.0695130576785583
C001,0.3616,0.771717,-0.8091,0.7788,1.9081,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.         0.         0.         ... 0.00038488 0.00037809 0.0003713 ],"[7.94847585e-07 5.87399384e-07 3.79951183e-07 ... 8.19520945e-06
 8.12622263e-06 8.05723582e-06]",0.9997082862170862,0.014983018370885488,0.010366789017330583,0.02180820150386765,0.0649937840603316,0.22999475907521796,0.8887361198561523,3.620706834174227,15.279375569411862,66.12086587323498
C038,0.3919,0.69899,-1.003,0.7202,1.2064,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.         0.         0.         ... 0.00041987 0.00042433 0.00042879],"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 7.50385699e-06
 7.54383521e-06 7.58381344e-06]",0.9999605063776706,0.00593704955816071,0.0028078104927087835,0.005053017205456712,0.014491162357834288,0.05092304551056167,0.1967877977654294,0.8019803908619922,3.380408009111468,14.58575661082375
C010,0.3313,0.725253,-1.2758,0.8354,0.5606,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.         0.         0.         ... 0.00049079 0.00048926 0.00048773],"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 6.00995034e-06
 6.00060556e-06 5.99126079e-06]",0.9999978773742648,0.001092177047868009,0.00032216697681027094,0.0004096556929004824,0.00099809810638102,0.0031795323450186266,0.011365643472864891,0.043056237397671705,0.1686774374836185,0.6751778220026428
C024,0.2808,0.721212,-0.797,0.7141,1.1692,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.         0.         0.         ... 0.00040043 0.00040135 0.00040227],"[-3.39389314e-08 -6.85703238e-09  2.02248667e-08 ...  6.53723470e-06
  6.54454790e-06  6.55186111e-06]",0.9999888176971319,0.00296362965931865,0.0010022657373143736,0.0014629662965204354,0.0037874278265709713,0.012642591076270398,0.047500410820865625,0.19037000831584522,0.7939594855354185,3.401973443110983
C024,0.2808,0.721212,-0.797,0.7141,1.7486,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.         0.         0.         ... 0.00037894 0.00037891 0.00037887],"[1.73612251e-06 1.70969758e-06 1.68327266e-06 ... 7.26590668e-06
 7.26518620e-06 7.26446572e-06]",0.9999589445221316,0.006719521412423567,0.002938430108835322,0.005204875443863456,0.014788881295397455,0.05195920740376774,0.20187494584606033,0.8308758853765632,3.549417013338948,15.56210953702402
C035,0.3596,0.680808,-0.8697,0.7061,2.1357,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.         0.         0.         ... 0.0003377  0.00033526 0.00033282],"[1.85975956e-06 1.90399968e-06 1.94823981e-06 ... 7.56975087e-06
 7.54221620e-06 7.51468152e-06]",0.9998492304300503,0.013563721245746658,0.007325005956240248,0.013955638021410048,0.03951679906133695,0.13643688239741344,0.5189557914354257,2.088833321478802,8.724950777517662,37.411050165680756
C056,0.2263,0.668687,-0.803,0.8515,4.0676,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.         0.         0.         ... 0.00044163 0.00045265 0.00046367],"[2.44062454e-06 2.77943279e-06 3.11824103e-06 ... 9.39510561e-06
 9.51733371e-06 9.63956182e-06]",0.9994577325199419,0.026915815958538397,0.01872104157972788,0.04082293448342503,0.12228153385362635,0.4365987324540513,1.7020611364679084,6.992818007218367,29.742176196830705,129.6464057494147
C017,0.3273,0.652525,-1.2515,0.8475,0.9304,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.         0.         0.         ... 0.00039453 0.0003923  0.00039006],"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 6.73342896e-06
 6.71448939e-06 6.69554982e-06]",0.9999789245891157,0.003673336274856925,0.0016941126226680935,0.002972889191071421,0.008469598006406917,0.02963567889776102,0.11426008186168304,0.4650454441898898,1.9585124916897831,8.444622287620966
C020,0.2162,0.6464650000000001,-1.0273,0.7283,2.7967,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.00104502 0.00109068 0.00113633 ... 0.00020855 0.00019939 0.00019022],"[1.95490679e-05 1.99530235e-05 2.03569791e-05 ... 5.79491297e-06
 5.68361532e-06 5.57231767e-06]",0.9999469562860318,0.010624931180195927,0.003867643847580114,0.006348620942089219,0.016810737206163093,0.05684751463847109,0.21471054930578456,0.862845579013491,3.6073132965388996,15.500682278095761
C008,0.3576,0.743434,-0.8212,0.8717,1.0543,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.         0.         0.         ... 0.00040719 0.00039915 0.00039111],"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 7.40019208e-06
 7.33137972e-06 7.26256735e-06]",0.999908760349517,0.00592692949246824,0.003961395881235833,0.008272779638064439,0.025224995136233976,0.09058640381436939,0.3529547658329994,1.4429540189727228,6.089537299098917,26.289604197825142
C006,0.3939,0.6606059999999999,-1.1485,0.7707,2.731,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.         0.         0.         ... 0.00039446 0.00038651 0.00037855],"[7.41790388e-07 9.62483243e-07 1.18317610e-06 ... 8.91354472e-06
 8.82396361e-06 8.73438249e-06]",0.9994318468265395,0.02806988274608346,0.020618926639689554,0.04525908230883682,0.1360020975735135,0.4859949644595431,1.8955724952991377,7.789631612704186,33.130422764186875,144.380962873919
C062,0.3354,0.741414,-0.7485,0.8455,3.7242,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.         0.         0.         ... 0.0004448  0.00043942 0.00043405],"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 9.86153054e-06
 9.80133845e-06 9.74114636e-06]",0.9985397543331538,0.041956602985777754,0.039399190634543294,0.09624578562221765,0.304591751350446,1.1174511248564565,4.429219019571177,18.406202045334915,78.94977486956039,346.3988382468574
C049,0.2,0.737374,-1.0212,0.7404,1.0089,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.         0.         0.         ... 0.0003608  0.0003597  0.00035861],"[4.96273413e-07 5.22316752e-07 5.48360091e-07 ... 5.37975410e-06
 5.37164713e-06 5.36354016e-06]",0.999997100006238,0.001361812111394775,0.00029678473702382757,0.0003391307566666524,0.000828049814848793,0.002790128964890844,0.010771635362375334,0.04451998311104234,0.19129312384218894,0.842029731780678
C053,0.3879,0.694949,-0.7848,0.7909,0.918,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.         0.         0.         ... 0.00044218 0.00044291 0.00044364],"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 7.20311808e-06
 7.20876559e-06 7.21441309e-06]",0.9999633558330512,0.003911045199683705,0.0020542520997353314,0.00380102784556338,0.010948022718283075,0.03804635484204648,0.14482472491353693,0.5811365241979665,2.414152841121054,10.281269880211067
